Rndrng_Prvdr_State_Abrvtn,Place_Of_Srvc,Rndrng_Prvdr_RUCA_Desc_Urban,Total_Beneficiaries_Urban,Unique_Providers_Urban,Provider_Density_Urban,Urban_Rural_Urban,Rndrng_Prvdr_RUCA_Desc_Rural,Total_Beneficiaries_Rural,Unique_Providers_Rural,Provider_Density_Rural,Urban_Rural_Rural,Gap_Ratio,Urban_Patients,Rural_Patients,Urban_Providers,Rural_Providers,Urban_Patients_per_Provider,Rural_Patients_per_Provider
RI,F,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1042,15,0.014395393474088292,Urban,0,0.0,0.0,0.0,0,inf,1042,0.0,15,0.0,69.46666666666667,inf
RI,O,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",395,12,0.030379746835443037,Urban,0,0.0,0.0,0.0,0,inf,395,0.0,12,0.0,32.916666666666664,inf
SC,F,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5373,68,0.012655871952354365,Urban,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",66.0,2.0,0.030303030303030304,Rural,0.417643774427694,5373,66.0,68,2.0,79.01470588235294,33.0
SC,F,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5373,68,0.012655871952354365,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",22.0,1.0,0.045454545454545456,Rural,0.27842918295179603,5373,22.0,68,1.0,79.01470588235294,22.0
SC,F,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",264,6,0.022727272727272728,Urban,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",66.0,2.0,0.030303030303030304,Rural,0.75,264,66.0,6,2.0,44.0,33.0
SC,F,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",264,6,0.022727272727272728,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",22.0,1.0,0.045454545454545456,Rural,0.5,264,22.0,6,1.0,44.0,22.0
SC,F,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",442,11,0.024886877828054297,Urban,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",66.0,2.0,0.030303030303030304,Rural,0.8212669683257918,442,66.0,11,2.0,40.18181818181818,33.0
SC,F,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",442,11,0.024886877828054297,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",22.0,1.0,0.045454545454545456,Rural,0.5475113122171945,442,22.0,11,1.0,40.18181818181818,22.0
SC,F,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",15,1,0.06666666666666667,Urban,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",66.0,2.0,0.030303030303030304,Rural,2.1999999999999997,15,66.0,1,2.0,15.0,33.0
SC,F,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",15,1,0.06666666666666667,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",22.0,1.0,0.045454545454545456,Rural,1.4666666666666666,15,22.0,1,1.0,15.0,22.0
SC,O,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",16894,114,0.006747957854859713,Urban,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",23.0,1.0,0.043478260869565216,Rural,0.1552030306617734,16894,23.0,114,1.0,148.19298245614036,23.0
SC,O,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",16894,114,0.006747957854859713,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",274.0,1.0,0.0036496350364963502,Rural,1.8489404522315616,16894,274.0,114,1.0,148.19298245614036,274.0
SC,O,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",3539,8,0.0022605255721955355,Urban,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",23.0,1.0,0.043478260869565216,Rural,0.051992088160497316,3539,23.0,8,1.0,442.375,23.0
SC,O,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",3539,8,0.0022605255721955355,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",274.0,1.0,0.0036496350364963502,Rural,0.6193840067815768,3539,274.0,8,1.0,442.375,274.0
SC,O,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1120,7,0.00625,Urban,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",23.0,1.0,0.043478260869565216,Rural,0.14375000000000002,1120,23.0,7,1.0,160.0,23.0
SC,O,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1120,7,0.00625,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",274.0,1.0,0.0036496350364963502,Rural,1.7125000000000001,1120,274.0,7,1.0,160.0,274.0
SC,O,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",422,2,0.004739336492890996,Urban,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",23.0,1.0,0.043478260869565216,Rural,0.1090047393364929,422,23.0,2,1.0,211.0,23.0
SC,O,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",422,2,0.004739336492890996,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",274.0,1.0,0.0036496350364963502,Rural,1.2985781990521328,422,274.0,2,1.0,211.0,274.0
SD,F,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2260,29,0.012831858407079646,Urban,0,0.0,0.0,0.0,0,inf,2260,0.0,29,0.0,77.93103448275862,inf
SD,F,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",371,12,0.03234501347708895,Urban,0,0.0,0.0,0.0,0,inf,371,0.0,12,0.0,30.916666666666668,inf
SD,O,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",370,2,0.005405405405405406,Urban,0,0.0,0.0,0.0,0,inf,370,0.0,2,0.0,185.0,inf
SD,O,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",101,3,0.0297029702970297,Urban,0,0.0,0.0,0.0,0,inf,101,0.0,3,0.0,33.666666666666664,inf
TN,F,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",10367,124,0.011961030191955243,Urban,0,0.0,0.0,0.0,0,inf,10367,0.0,124,0.0,83.60483870967742,inf
TN,F,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",25,1,0.04,Urban,0,0.0,0.0,0.0,0,inf,25,0.0,1,0.0,25.0,inf
TN,F,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1262,13,0.010301109350237718,Urban,0,0.0,0.0,0.0,0,inf,1262,0.0,13,0.0,97.07692307692308,inf
TN,F,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",514,4,0.007782101167315175,Urban,0,0.0,0.0,0.0,0,inf,514,0.0,4,0.0,128.5,inf
TN,O,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8253,83,0.010056948988246698,Urban,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",74.0,1.0,0.013513513513513514,Rural,0.7442142251302556,8253,74.0,83,1.0,99.43373493975903,74.0
TN,O,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1540,12,0.007792207792207792,Urban,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",74.0,1.0,0.013513513513513514,Rural,0.5766233766233766,1540,74.0,12,1.0,128.33333333333334,74.0
TN,O,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",370,3,0.008108108108108109,Urban,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",74.0,1.0,0.013513513513513514,Rural,0.6,370,74.0,3,1.0,123.33333333333333,74.0
TX,F,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",35374,437,0.01235370611183355,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",137.0,2.0,0.014598540145985401,Rural,0.8462288686605982,35374,137.0,437,2.0,80.94736842105263,68.5
TX,F,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",1006,14,0.013916500994035786,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",137.0,2.0,0.014598540145985401,Rural,0.9532803180914514,1006,137.0,14,2.0,71.85714285714286,68.5
TX,F,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",3128,34,0.010869565217391304,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",137.0,2.0,0.014598540145985401,Rural,0.7445652173913043,3128,137.0,34,2.0,92.0,68.5
TX,F,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",1825,24,0.01315068493150685,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",137.0,2.0,0.014598540145985401,Rural,0.9008219178082193,1825,137.0,24,2.0,76.04166666666667,68.5
TX,O,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",48745,382,0.00783670120012309,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",1061.0,3.0,0.002827521206409048,Rural,2.7715799911101993,48745,1061.0,382,3.0,127.60471204188482,353.6666666666667
TX,O,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",48745,382,0.00783670120012309,Urban,"Small town high commuting: primary flow 30% or more to a urban cluster of 2,500 to 9,999",47.0,1.0,0.02127659574468085,Rural,0.3683249564057852,48745,47.0,382,1.0,127.60471204188482,47.0
TX,O,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",2733,20,0.007317965605561654,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",1061.0,3.0,0.002827521206409048,Rural,2.588120502500305,2733,1061.0,20,3.0,136.65,353.6666666666667
TX,O,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",2733,20,0.007317965605561654,Urban,"Small town high commuting: primary flow 30% or more to a urban cluster of 2,500 to 9,999",47.0,1.0,0.02127659574468085,Rural,0.3439443834613977,2733,47.0,20,1.0,136.65,47.0
TX,O,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1371,22,0.016046681254558718,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",1061.0,3.0,0.002827521206409048,Rural,5.675176270362266,1371,1061.0,22,3.0,62.31818181818182,353.6666666666667
TX,O,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1371,22,0.016046681254558718,Urban,"Small town high commuting: primary flow 30% or more to a urban cluster of 2,500 to 9,999",47.0,1.0,0.02127659574468085,Rural,0.7541940189642597,1371,47.0,22,1.0,62.31818181818182,47.0
TX,O,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",2593,24,0.009255688391824142,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",1061.0,3.0,0.002827521206409048,Rural,3.2734284612418048,2593,1061.0,24,3.0,108.04166666666667,353.6666666666667
TX,O,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",2593,24,0.009255688391824142,Urban,"Small town high commuting: primary flow 30% or more to a urban cluster of 2,500 to 9,999",47.0,1.0,0.02127659574468085,Rural,0.4350173544157347,2593,47.0,24,1.0,108.04166666666667,47.0
UT,F,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2648,39,0.01472809667673716,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",319.0,5.0,0.01567398119122257,Rural,0.939652567975831,2648,319.0,39,5.0,67.8974358974359,63.8
UT,O,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",11376,80,0.007032348804500703,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",198.0,1.0,0.005050505050505051,Rural,1.3924050632911391,11376,198.0,80,1.0,142.2,198.0
UT,O,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",318,3,0.009433962264150943,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",198.0,1.0,0.005050505050505051,Rural,1.8679245283018866,318,198.0,3,1.0,106.0,198.0
VA,F,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4840,91,0.018801652892561985,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",62.0,1.0,0.016129032258064516,Rural,1.165702479338843,4840,62.0,91,1.0,53.18681318681319,62.0
VA,F,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",107,1,0.009345794392523364,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",62.0,1.0,0.016129032258064516,Rural,0.5794392523364486,107,62.0,1,1.0,107.0,62.0
VA,F,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",122,1,0.00819672131147541,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",62.0,1.0,0.016129032258064516,Rural,0.5081967213114754,122,62.0,1,1.0,122.0,62.0
VA,F,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",79,5,0.06329113924050633,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",62.0,1.0,0.016129032258064516,Rural,3.924050632911393,79,62.0,5,1.0,15.8,62.0
VA,O,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",28533,171,0.005993060666596573,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",49.0,1.0,0.02040816326530612,Rural,0.29365997266323207,28533,49.0,171,1.0,166.859649122807,49.0
VA,O,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",1561,3,0.0019218449711723255,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",49.0,1.0,0.02040816326530612,Rural,0.09417040358744395,1561,49.0,3,1.0,520.3333333333334,49.0
VA,O,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",207,4,0.01932367149758454,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",49.0,1.0,0.02040816326530612,Rural,0.9468599033816425,207,49.0,4,1.0,51.75,49.0
VA,O,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",1736,12,0.0069124423963133645,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",49.0,1.0,0.02040816326530612,Rural,0.33870967741935487,1736,49.0,12,1.0,144.66666666666666,49.0
VT,F,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",619,9,0.014539579967689823,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",146.0,3.0,0.02054794520547945,Rural,0.7075928917609048,619,146.0,9,3.0,68.77777777777777,48.666666666666664
VT,F,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",27,1,0.037037037037037035,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",146.0,3.0,0.02054794520547945,Rural,1.8024691358024691,27,146.0,1,3.0,27.0,48.666666666666664
VT,F,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",83,3,0.03614457831325301,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",146.0,3.0,0.02054794520547945,Rural,1.7590361445783134,83,146.0,3,3.0,27.666666666666668,48.666666666666664
VT,O,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",396,6,0.015151515151515152,Urban,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",89.0,1.0,0.011235955056179775,Rural,1.3484848484848486,396,89.0,6,1.0,66.0,89.0
VT,O,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",91,1,0.01098901098901099,Urban,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",89.0,1.0,0.011235955056179775,Rural,0.9780219780219781,91,89.0,1,1.0,91.0,89.0
WA,F,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8140,128,0.015724815724815724,Urban,0,0.0,0.0,0.0,0,inf,8140,0.0,128,0.0,63.59375,inf
WA,F,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",46,2,0.043478260869565216,Urban,0,0.0,0.0,0.0,0,inf,46,0.0,2,0.0,23.0,inf
WA,F,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",138,4,0.028985507246376812,Urban,0,0.0,0.0,0.0,0,inf,138,0.0,4,0.0,34.5,inf
WA,O,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6343,109,0.017184297650953806,Urban,0,0.0,0.0,0.0,0,inf,6343,0.0,109,0.0,58.19266055045872,inf
WA,O,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",33,2,0.06060606060606061,Urban,0,0.0,0.0,0.0,0,inf,33,0.0,2,0.0,16.5,inf
WA,O,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",167,2,0.011976047904191617,Urban,0,0.0,0.0,0.0,0,inf,167,0.0,2,0.0,83.5,inf
WI,F,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",9306,182,0.01955727487642381,Urban,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",67.0,2.0,0.029850746268656716,Rural,0.6551687083601977,9306,67.0,182,2.0,51.13186813186813,33.5
WI,F,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",9306,182,0.01955727487642381,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",38.0,1.0,0.02631578947368421,Rural,0.7431764453041049,9306,38.0,182,1.0,51.13186813186813,38.0
WI,F,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",17,1,0.058823529411764705,Urban,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",67.0,2.0,0.029850746268656716,Rural,1.9705882352941178,17,67.0,1,2.0,17.0,33.5
WI,F,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",17,1,0.058823529411764705,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",38.0,1.0,0.02631578947368421,Rural,2.235294117647059,17,38.0,1,1.0,17.0,38.0
WI,F,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",949,17,0.01791359325605901,Urban,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",67.0,2.0,0.029850746268656716,Rural,0.6001053740779768,949,67.0,17,2.0,55.8235294117647,33.5
WI,F,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",949,17,0.01791359325605901,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",38.0,1.0,0.02631578947368421,Rural,0.6807165437302424,949,38.0,17,1.0,55.8235294117647,38.0
WI,F,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",432,7,0.016203703703703703,Urban,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",67.0,2.0,0.029850746268656716,Rural,0.5428240740740741,432,67.0,7,2.0,61.714285714285715,33.5
WI,F,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",432,7,0.016203703703703703,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",38.0,1.0,0.02631578947368421,Rural,0.6157407407407407,432,38.0,7,1.0,61.714285714285715,38.0
WI,O,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4574,71,0.015522518583296896,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",104.0,2.0,0.019230769230769232,Rural,0.8071709663314386,4574,104.0,71,2.0,64.4225352112676,52.0
WI,O,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",378,4,0.010582010582010581,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",104.0,2.0,0.019230769230769232,Rural,0.5502645502645502,378,104.0,4,2.0,94.5,52.0
WI,O,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",243,4,0.01646090534979424,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",104.0,2.0,0.019230769230769232,Rural,0.8559670781893004,243,104.0,4,2.0,60.75,52.0
WV,F,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2834,32,0.011291460832745237,Urban,0,0.0,0.0,0.0,0,inf,2834,0.0,32,0.0,88.5625,inf
WV,F,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",841,4,0.0047562425683709865,Urban,0,0.0,0.0,0.0,0,inf,841,0.0,4,0.0,210.25,inf
WV,O,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",917,7,0.007633587786259542,Urban,0,0.0,0.0,0.0,0,inf,917,0.0,7,0.0,131.0,inf
WV,O,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",62,1,0.016129032258064516,Urban,0,0.0,0.0,0.0,0,inf,62,0.0,1,0.0,62.0,inf
WY,F,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",451,6,0.013303769401330377,Urban,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",41.0,1.0,0.024390243902439025,Rural,0.5454545454545454,451,41.0,6,1.0,75.16666666666667,41.0
WY,F,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",451,6,0.013303769401330377,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",88.0,4.0,0.045454545454545456,Rural,0.2926829268292683,451,88.0,6,4.0,75.16666666666667,22.0
WY,F,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",167,7,0.041916167664670656,Urban,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",41.0,1.0,0.024390243902439025,Rural,1.718562874251497,167,41.0,7,1.0,23.857142857142858,41.0
WY,F,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",167,7,0.041916167664670656,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",88.0,4.0,0.045454545454545456,Rural,0.9221556886227544,167,88.0,7,4.0,23.857142857142858,22.0
WY,O,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",18,1,0.05555555555555555,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",48.0,1.0,0.020833333333333332,Rural,2.6666666666666665,18,48.0,1,1.0,18.0,48.0
WY,O,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",143,4,0.027972027972027972,Urban,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",48.0,1.0,0.020833333333333332,Rural,1.3426573426573427,143,48.0,4,1.0,35.75,48.0
