Rndrng_Prvdr_Zip5,Rndrng_Prvdr_RUCA_Desc,Total_Providers,Total_Beneficiaries,Avg_Allowed_Amt,Opportunity_Index
85212,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,219,573.0061191475,792.0061191475
85213,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,38,738.7456,776.7456
85224,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",7,819,243.53159271775863,151.7902275311084
85225,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,339,306.08473966372725,161.27118491593183
85226,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,317,418.5960169288889,367.7980084644445
85233,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,27,112.97967742,139.97967742
85234,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,335,337.69262757,168.1731568925
85251,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",15,535,103.7541084248421,42.583607228322805
85253,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,31,26.226769231,57.226769231
85255,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,82,147.0306015935,229.0306015935
85257,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,72,716.281947915,788.281947915
85258,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",15,1403,275.8459956095814,111.92306637397209
85259,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",16,887,121.42423695856665,63.02651480991042
85260,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8,1185,360.4915069608519,193.1864383701065
85266,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,263,271.8198271177778,534.8198271177778
85281,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,28,143.75522059,171.75522059
85282,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,66,437.4023611125,167.8007870375
85283,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,70,807.796353695,877.796353695
85286,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,888,257.52913383444445,381.8430446114815
85295,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,213,456.80956123000004,167.45239030750002
85296,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,152,258.72115993,205.360579965
85297,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6,863,228.8280538645,181.97134231074998
85304,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,114,112.60066741,56.6501668525
85306,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,383,293.30345637946664,135.26069127589332
85308,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",12,1370,224.65171456044445,132.88764288003702
85338,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",3,308,330.39280792212503,212.79760264070833
85351,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6,1620,339.75109866249994,326.6251831104167
85364,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,497,283.0796800785,260.0265600261667
85374,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,152,326.4043432055,239.20217160275
85375,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,881,380.5865250152941,315.39663125382356
85376,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,685,332.6003206985714,1017.6003206985714
85381,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,131,470.91356395,150.4783909875
85382,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,545,215.3644641450625,253.45482138168748
85395,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",3,317,252.0376868546,189.67922895153333
85541,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,27,26.343870968,53.343870968000004
85546,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",2,152,369.16883960999996,260.584419805
85635,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,25,112.93,137.93
85704,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,369,382.43656759375,375.71828379687497
85710,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,461,290.41815019300003,250.472716731
85711,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",9,542,220.62296026647059,84.73588447405228
85712,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",11,1384,253.22167442214285,148.83833403837662
85718,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,644,168.828865915,162.565773183
85724,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,350,196.68478219333332,109.33695643866668
85741,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,645,246.28925881666666,222.82231470416667
85745,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,54,104.43963157900001,79.2198157895
85755,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,373,388.585745546,380.792872773
85901,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",1,132,177.19256002275,309.19256002275
86001,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",10,853,301.83046696556,115.48304669655599
86301,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",10,1119,299.8618968785238,141.88618968785238
86305,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,25,26.2243333335,25.61216666675
86314,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,72,268.26083333500003,340.26083333500003
86326,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,46,795.14983684,841.14983684
86401,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",3,87,93.55266394875,60.184221316249996
86403,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,754,240.3481679930625,248.58704199826562
86409,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",2,26,61.352142857,43.676071428499995
86426,"Secondary flow 30% to <50% to a urban cluster of 10,000 to 49,999",2,130,92.789671237,111.3948356185
87035,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",1,13,91.458,104.458
87102,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,240,234.02398149283331,118.50599537320832
87106,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,304,131.97765851718182,108.99441462929545
87109,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,333,307.17403019166665,160.04350754791665
87110,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,661,280.42058482709086,188.28411696541815
87111,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,17,22.67,39.67
87112,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,90,235.62260416666663,162.81130208333332
87114,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,58,120.425,178.425
87120,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,107,235.1445063272,114.04816877573334
87122,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,345,209.15027910063637,554.1502791006363
87124,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,262,408.4379418167143,335.21897090835716
87131,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6,325,214.2467186126,89.8744531021
87144,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,86,169.05119841375,255.05119841375
87401,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,335,272.919572935,202.639857645
87505,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",7,162,140.692205411375,43.241743630196424
87507,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,40,90.64694577466666,130.64694577466668
87571,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,17,25.36,42.36
88001,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,166,302.22564488899997,468.22564488899997
88011,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,440,335.3099170686923,258.43663902289745
88130,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,110,138.035478991,248.035478991
88201,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,145,120.656656403,265.656656403
88310,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,22,722.24097561,744.24097561
89012,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,132,154.39434540133334,143.19717270066667
89030,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,18,221.01227273,239.01227273
89052,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,62,303.1946638675,121.73155462250001
89074,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,40,831.0789799300001,871.0789799300001
89102,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",9,549,360.17687658261116,101.01965295362346
89103,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,237,266.69523663887503,167.89841221295833
89106,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6,220,263.0627246318571,80.51045410530952
