Rndrng_Prvdr_Zip5,Rndrng_Prvdr_RUCA_Desc,Total_Providers,Total_Beneficiaries,Avg_Allowed_Amt,Opportunity_Index
49015,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,35,67.375,51.1875
49024,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,540,357.8661676923077,299.28872256410256
49048,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,95,171.063303061,266.063303061
49058,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",1,55,110.20863014,165.20863014
49068,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",1,28,134.740854703,162.740854703
49201,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",2,97,114.851953665,105.9259768325
49307,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",3,214,321.1716089515,178.3905363171667
49444,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,232,285.178749238,103.43574984760001
49503,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6,116,38.73179289383334,25.788632148972223
49506,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6,430,312.962096128,123.82701602133334
49519,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,48,108.03801948,78.01900974
49525,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",18,605,129.58196363561905,40.810109090867726
49546,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",7,743,371.13229763153845,159.1617568045055
49684,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",13,502,141.2329580265,49.47945830973077
49686,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,71,121.75721420433332,192.7572142043333
49707,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",3,81,86.6422500632,55.88075002106666
49770,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",4,201,258.593238676,114.898309669
49801,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",3,49,26.165462963,25.055154321
49829,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,16,26.052941176,42.052941176000004
49855,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",6,349,186.536091147,89.25601519116667
49913,"Secondary flow 30% to <50% to a urban cluster of 10,000 to 49,999",1,11,63.252857143,74.252857143
50010,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,214,277.8834013738571,245.94170068692856
50111,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,168,718.12328113,886.12328113
50266,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",17,1643,252.877004740975,111.52217674946912
50309,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,11,21.88,32.879999999999995
50312,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,27,89.713428571,116.713428571
50314,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",11,1178,117.38059977434482,117.76187270675861
50325,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6,496,198.61131689345456,115.76855281557577
50401,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",8,288,126.69610621866666,51.837013277333334
50501,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,71,87.14524484433333,158.14524484433332
50613,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,86,74.63431818175,40.158579545437505
50702,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6,187,95.434989885375,47.072498314229165
50703,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,52,38.6295,90.62950000000001
51031,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",1,17,25.128333333,42.128333333
51301,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,15,66.148732394,81.148732394
51401,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",1,38,72.873821138,110.873821138
51503,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,107,207.93619113550002,157.46809556775003
51560,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",1,91,104.91846232500001,195.918462325
52001,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,17,107.04,124.04
52002,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,89,209.40041250000002,149.20020625
52175,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",1,19,25.283225806,44.283225806000004
52233,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,440,116.17593337446154,111.23518667489232
52242,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",11,343,102.6165494710625,40.510595406460226
52245,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,436,322.25938500877777,252.75312833625927
52402,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,17,25.27,42.269999999999996
52403,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,198,108.495643595,153.2478217975
52501,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,20,25.307586207,45.307586207
52641,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",2,114,25.641862393,69.8209311965
52655,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",2,73,23.918050847499998,48.45902542375
52722,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",7,361,135.16210377091667,70.88030053870239
52761,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,31,151.7702796055,182.7702796055
52807,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,166,234.23105015824999,100.0577625395625
53022,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,80,287.0531494635,183.52657473175
53024,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,77,78.0371862345,51.67906207816666
53045,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,204,168.12753704,186.06376852
53066,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,151,280.6141593351667,215.80707966758334
53072,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,23,646.87,669.87
53081,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,220,202.06887800585716,84.41377560117144
53083,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,14,181.8,195.8
53092,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8,218,137.94364093816668,44.49295511727084
53095,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",3,243,360.8884355325,201.2961451775
53105,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",3,231,110.4804746755,113.82682489183333
53128,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",1,17,646.57769231,663.57769231
53132,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,296,591.5254722648333,295.84182408827775
53142,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",7,285,148.88294328830767,61.98327761261538
53147,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",2,198,262.08232001225,230.041160006125
53151,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,105,119.03572727,224.03572727
53154,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,25,681.29355556,706.29355556
53177,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,51,406.0358787885,228.51793939425
53188,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,149,244.253212412875,196.6266062064375
53211,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,125,227.69475753933332,88.17368938483332
53212,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,91,93.70469241,61.568230803333336
53214,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,22,25.417826087,47.417826087
53215,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",12,385,124.13498371099999,42.427915309250004
53216,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,14,110.71,124.71
53220,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,118,205.64063085520002,161.8203154276
53221,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8,526,169.58743561491303,86.94842945186413
53222,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,22,25.417083333,47.417083333
53223,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,67,355.4937962966667,211.24689814833334
53226,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",21,787,137.80364142391176,44.0382686392339
53227,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,36,23.1854208755,29.59271043775
53233,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,27,25.45,52.45
53235,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6,74,37.625032051666665,18.604172008611112
53405,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,11,94.128333333,105.128333333
53511,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,18,25.4,43.4
53538,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",3,153,232.98217563,128.66072521
53546,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,73,111.65068627,184.65068627
53548,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,87,53.921488792,35.230372198
53562,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,139,95.82579938128572,78.27526646042857
53566,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,26,25.868333333,51.868333332999995
53704,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,11,239.86818182,250.86818182
53711,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,55,579.6809150323332,317.3404575161666
53715,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",20,938,206.27560338997296,57.21378016949865
53718,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,137,140.860601106,138.930300553
53719,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,13,110.84846154,123.84846154
53792,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",18,856,94.13099501052,52.78505527836222
54143,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,33,103.8322727275,136.8322727275
54151,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",4,113,292.15979358457145,101.28994839614286
54154,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",1,11,134.00666667,145.00666667
54220,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,65,160.837917685,225.837917685
54301,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,148,112.573102068,86.85770068933334
54303,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,109,25.409836729,26.8819673458
54304,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6,156,83.251810388,39.87530173133333
54311,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",10,543,160.30643287307407,70.33064328730741
54313,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,11,505.33,516.3299999999999
54401,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",10,306,234.2124839688889,54.02124839688889
54449,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",4,229,74.52114115325,75.8802852883125
54467,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,25,648.41146341,673.41146341
54476,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,11,25.868181818,36.868181818
54548,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",2,46,87.60363636333334,66.80181818166668
54601,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",14,789,98.35248968776924,63.382320691983516
54701,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6,290,71.32289963129999,60.22048327188333
54703,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,587,137.87004613805883,144.97400922761176
54720,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,307,136.0192901213333,110.75482253033333
54868,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",2,112,255.40751774325,183.70375887162498
54904,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",7,345,101.1571771438125,63.73673959197322
54911,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,98,108.90329023,103.45164511499999
54913,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,135,374.01226123,254.506130615
54935,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,87,127.07722346816666,71.35907448938889
54952,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,63,360.5388,423.5388
54956,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6,197,220.10663087400002,69.51777181233334
55042,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,53,829.31030844,882.31030844
55057,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,17,141.24,158.24
55060,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,44,119.5972,163.5972
55082,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,38,114.85567982500001,76.4278399125
55092,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",1,18,117.72172414,135.72172414
55101,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,15,153.31090909,168.31090909
55102,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,256,126.35391193972727,95.58847798493181
55104,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,32,490.688020835,522.688020835
55109,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,37,71.752615385,54.3763076925
55110,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,25,134.5002696065,159.5002696065
55113,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",21,763,64.41300407922728,39.400619241867965
55118,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,20,99.852391304,119.852391304
55121,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,98,770.72331644,868.72331644
55125,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6,468,197.9821196671111,110.99701994451851
55127,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,107,163.53048387,270.53048387
55130,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,154,86.84085536287499,48.168171072575
55318,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,216,530.469351398,248.82311713266665
55337,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,128,537.5680059542857,166.39200148857142
55344,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",15,439,46.5718920355,32.37145946903333
55345,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,12,663.63043478,675.63043478
55369,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8,777,209.18407902224138,123.27300987778017
55387,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",2,49,25.925,37.4625
55407,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,65,89.91225757633333,154.91225757633333
55414,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,26,772.98363636,798.98363636
55415,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6,217,78.99721942590908,49.33286990431818
55416,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",16,1105,267.3338284414286,85.77086427758928
55422,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,51,25.57,76.57
55426,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",15,587,101.47793505041176,45.898529003360785
55427,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,13,28.34,41.34
55435,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",7,388,262.637850899,92.94826441414286
55439,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,255,270.631766109125,175.21058870304168
55446,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,602,186.09958611019047,157.61991722203808
55455,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,65,57.19357143,40.73119047666666
55746,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",7,177,39.18730612242857,30.88390087463265
55805,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8,208,187.0716885994167,49.383961074927086
55901,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,109,104.36513220675,213.36513220675
55904,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,21,26.3975,47.3975
55905,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",31,1542,172.65814206195523,55.31155296974049
55912,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,29,156.38878472,185.38878472
55987,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",2,62,26.3529310345,44.17646551725
56001,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",15,887,236.8585444049259,74.92390296032839
56002,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,21,26.392173913,47.392173913
56013,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",1,36,22.435833333,58.435833333000005
56031,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",2,38,69.1684210525,53.58421052625
56032,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",1,45,107.40688889,152.40688889
56073,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,40,120.552509579,160.552509579
56201,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,14,619.84625,633.84625
56303,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,152,314.3228458658889,116.58071146647222
56308,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",4,358,353.2547940496154,177.81369851240385
56377,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",21,686,150.92419353048385,39.853533025261136
56387,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,218,105.44207531766666,107.81402510588889
56401,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",2,34,26.090000000000003,30.045
56601,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",2,209,195.84691440763635,202.42345720381817
56701,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",1,92,119.78,211.78
57006,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,15,604.70148148,619.70148148
57049,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,366,122.84155295392858,97.76831059078572
57078,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,48,115.7272549,163.7272549
57104,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,136,25.964210878,40.4910527195
57105,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",10,758,122.1789322482857,88.01789322482857
57201,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",4,66,258.85712689540003,81.21428172385001
57301,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,14,25.83,39.83
57401,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5,209,34.508223407399996,48.701644681480005
57501,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",2,36,44.128625,40.0643125
57701,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",9,1013,171.25234269592107,131.5835936328801
57702,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,25,22.23,23.615000000000002
57783,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,12,26.166666667,38.166666667
58102,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,24,174.5137500015,198.5137500015
58103,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",11,605,153.71473799175,68.9740670901591
58104,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,71,707.312292085,778.312292085
58201,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,175,99.6049567072,137.3024783536
58501,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,332,82.5229844587,82.90459689174
58503,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,158,184.38500945016668,85.59625236254166
58701,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",4,131,59.12797936716667,47.531994841791665
58801,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,11,108.44583333,119.44583333
59101,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",9,383,252.6962935807143,70.63292150896825
59405,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",10,450,74.143503822625,52.4143503822625
59601,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",3,129,211.659972516,113.55332417200002
59701,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1,26,145.9139285705,171.9139285705
59715,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",5,312,215.4265169758889,105.4853033951778
59718,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",1,36,398.97764411,434.97764411
59725,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",1,153,129.5160446816,282.51604468159996
59802,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,267,324.1059895798571,197.03532985995238
59804,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,64,185.42138889,249.42138889
59808,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,20,807.12,827.12
59901,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",9,382,169.61831087126666,61.29092343014074
60005,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",10,688,277.4132223504762,96.54132223504762
60007,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,138,102.88729175,60.2218229375
60010,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8,397,257.6479395476923,81.83099244346154
60014,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,77,113.259866536,95.129933268
60016,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,22,121.85466667,143.85466667
60025,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8,716,321.12070063,129.64008757875
60026,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,100,110.23445950499999,105.1172297525
60030,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",2,41,25.961777778,33.480888889
60031,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,712,335.2237179836364,349.07457266121213
60045,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,18,125.1125,143.1125
60048,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",11,402,125.65814119266666,47.968921926606065
60050,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",2,35,65.997173915,50.4985869575
60053,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",7,1914,316.50579440200005,318.64368491457145
60061,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,22,623.98883721,645.98883721
60062,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,81,255.55373494,336.55373494
60064,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,12,28.34,40.34
60068,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,2543,263.48800219320003,935.4960007310666
60070,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,16,26.52,42.519999999999996
60076,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,260,273.7759678671818,177.92532262239396
60102,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,358,216.54792075,287.273960375
60103,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,14,26.534285714,40.534285714
60108,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,102,194.5016024472,296.5016024472
60115,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,49,173.43259197499998,222.43259197499998
60120,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,200,168.45986348087501,184.2299317404375
60123,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",7,444,188.79958709363638,90.39994101337662
60126,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6,99,156.91382209633335,42.65230368272223
60134,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,155,104.663722086,51.9327444172
60141,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,47,179.9685666665,226.9685666665
60148,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,245,371.251540816,154.062885204
60153,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",9,271,157.253408454625,47.58371205051389
60154,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,334,349.36480244,341.68240122
60160,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,14,21.57,35.57
60169,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,28,152.71624999999997,180.71624999999997
60173,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,609,299.9259454862,181.78518909724
60175,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,54,159.51726852033335,213.51726852033335
60178,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,350,267.9832783685714,308.9916391842857
60187,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,19,125.20333333,144.20333333000002
60190,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,133,132.150671756,132.575335878
60193,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,82,322.42766666666665,202.21383333333333
60194,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,20,28.347619048,48.347619048
60195,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",7,424,186.49744828463636,87.21392118351947
60201,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6,274,95.37690126691666,61.562816877819444
60415,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,25,338.493352275,363.493352275
60423,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,24,358.542105265,382.542105265
60426,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,35,27.786868687000002,31.3934343435
60430,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,14,111.58887097,125.58887097
60435,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6,673,262.09085336877774,155.84847556146295
60440,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,654,208.8172266683,431.40861333415
60450,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",4,239,243.205398304875,120.55134957621874
60451,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,337,388.53449391571434,725.5344939157144
60453,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,1193,187.7177124825,276.1435424965
60462,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,102,526.2679474966667,209.42264916555555
60463,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2,35,28.655,31.8275
60467,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3,130,117.13575757666666,82.37858585888888
60477,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,253,319.9947670783333,143.24869176958333
60487,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,24,224.27,248.27
60504,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5,102,208.445156302,62.0890312604
60506,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,20,27.88,47.879999999999995
60515,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1,11,259.32913043,270.32913043
60521,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4,493,379.9189891481111,218.22974728702778
